Export;EXP-2023-002 (20231130 10:22);;;StationsCode;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
Periode;20230901 00:00 - 20231001 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;Heerlen-Looierstraat;Heerlen-Jamboreepad;Biest Houtakker-Biestsestraat;Breda-Tilburgseweg;Breda-Bastenakenstraat;Veldhoven-Europalaan;Nistelrode-Gagelstraat;Den Haag-Rebecquestraat;Rotterdam-Schiedamsevest;De Zilk-Vogelaarsdreef;Vlaardingen-Riouwlaan;Den Haag-Neherkade;Wieringerwerf-Medemblikkerweg;Utrecht-Kardinaal de Jongweg;Breukelen-Snelweg;Utrecht-Griftpark;Cabauw-Wielsekade;Wekerom-Riemterdijk;Nijmegen-Graafseweg;Nijmegen-Ruyterstraat;Enschede-Winkelhorst.;Kollumerwaard-Hooge Zuidwal;Groningen-Europaweg;Groningen-Nijensteinheerd
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(50.887959,5.970496);(50.900317,5.986853);(51.51844,5.14845);(51.593533,4.824944);(51.60308,4.781016);(51.407365,5.393328);(51.698187,5.54332);(52.077148,4.289185);(51.914233,4.479923);(52.296556,4.510817);(51.914883,4.32943);(52.062537,4.318551);(52.803657,5.050509);(52.105031,5.124464);(52.20153,4.987444);(52.101308,5.128183);(51.974489,4.923301);(52.111621,5.708419);(51.841372,5.857777);(51.838221,5.856938);(52.234504,6.919494);(53.330425,6.276815);(53.217796,6.578901);(53.246535,6.608937)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;stad;stad;regionaal;stad;stad;stad;regionaal;stad;stad;regionaal;stad;stad;regionaal;stad;regionaal;stad;regionaal;regionaal;stad;stad;stad;regionaal;stad;stad
;;;;StationsType;achtergrond;verkeer;achtergrond;achtergrond;verkeer;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond;verkeer;verkeer;achtergrond;verkeer;verkeer;achtergrond;achtergrond;achtergrond;verkeer;achtergrond;achtergrond;achtergrond;verkeer;achtergrond
;;;;Meetprincipe;B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA);B-straling verzwakking (BETA)
;;;;Meetopstelling;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020;MetOne BAM-1020
;;;;Accreditatienummer;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224;L224
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10248;NL10404;NL10418;NL10444;NL10449;NL10450;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;µg/m³;20230901 00:00;20230901 01:00;4.248;;;4.402;1.891;8.2;11.571;9.445;1.066;2.657;5.566;2.686;4.001;5.335;4.801;2.829;5.627;11.228;2.345;8.901;4.119;9.239;4.083;0.083;
PM2.5;uur;µg/m³;20230901 01:00;20230901 02:00;3.153;;;5.894;3.509;6.405;7.113;9.445;1.041;1.538;6.074;2.638;1.722;3.684;5.446;2.19;4.353;8.146;2.443;7.138;4.082;6.954;2.477;2.222;
PM2.5;uur;µg/m³;20230901 02:00;20230901 03:00;5.019;;;7.316;3.569;7.377;6.454;8.379;-0.061;3.768;5.341;9.2;-0.912;3.741;7.469;4.623;6.428;8.71;3.678;7.446;2.628;5.668;5.461;0.862;
PM2.5;uur;µg/m³;20230901 03:00;20230901 04:00;6.492;;;5.648;3.632;9.196;9.827;7.605;-1.694;6.257;9.249;4.986;0.662;3.035;4.974;5.711;5.121;12.865;3.018;5.768;5.649;6.547;6.406;-1.924;
PM2.5;uur;µg/m³;20230901 04:00;20230901 05:00;6.421;;;4.238;3.013;9.655;10.111;7.429;1.917;3.934;7.598;-0.774;3.848;3.358;6.216;6.336;4.874;8.837;3.572;7.052;5.18;6.345;3.918;-0.617;
PM2.5;uur;µg/m³;20230901 05:00;20230901 06:00;10.523;;;4.472;1.512;7.915;9.445;14.28;3.82;1.977;3.683;1.145;2.18;6.591;5.082;4.356;8.574;12.522;4.293;8.721;1.753;3.119;5.373;3.506;
PM2.5;uur;µg/m³;20230901 06:00;20230901 07:00;6.24;;;4.449;2.261;5.627;10.18;12.58;1.307;2.833;1.484;1.704;0.633;4.971;11.699;8.72;8.553;10.082;1.823;9.302;5.042;5.757;4.99;1.424;
PM2.5;uur;µg/m³;20230901 07:00;20230901 08:00;4.838;;;8.673;8.057;6.808;6.683;18.07;0.542;1.764;2.76;2.787;1.903;4.226;13.247;7.532;8.64;10.601;10.807;8.365;2.919;8.445;4.694;1.123;
PM2.5;uur;µg/m³;20230901 08:00;20230901 09:00;3.433;;;11.494;6.373;8.371;1.504;10.25;0.09;0.435;7.853;7.126;4.43;5.373;9.788;7.332;7.004;16.658;11.072;7.115;1.589;9.69;4.797;3.002;
PM2.5;uur;µg/m³;20230901 09:00;20230901 10:00;1.208;;;4.468;5.052;6.873;5.237;8.02;0.317;1.815;4.261;6.27;2.605;8.889;7.624;7.624;5.897;5.091;8.827;7.58;0.835;7.745;3.672;4.24;
PM2.5;uur;µg/m³;20230901 10:00;20230901 11:00;2.187;;;2.748;2.833;5.465;2.452;10.13;-1.498;3.701;1.266;2.919;2.212;7.801;7.647;3.496;4.668;5.001;6.908;9.822;-1.217;4.044;1.571;-0.079;
PM2.5;uur;µg/m³;20230901 11:00;20230901 12:00;2.347;;;4.791;0.306;6.441;-3.002;9.814;-4.271;2.736;7.546;4.341;2.373;7.186;4.935;5.318;4.052;16.422;7.99;8.013;-0.43;2.781;1.169;0.852;
PM2.5;uur;µg/m³;20230901 12:00;20230901 13:00;-0.344;;;3.153;2.654;6.485;-2.243;8.302;-0.072;5.472;9.21;5.266;6.611;5.177;12.63;5.007;4.149;6.234;9.778;7.224;3.017;4.41;3.564;2.982;
PM2.5;uur;µg/m³;20230901 13:00;20230901 14:00;-4.38;;;1.609;10.631;7.956;16.119;7.516;7.558;3.606;7.315;11.503;14.511;8.635;7.416;6.841;3.949;11.473;6.257;7.453;1.387;4.171;2.137;0.887;
PM2.5;uur;µg/m³;20230901 14:00;20230901 15:00;-3.832;;;8.583;7.571;8.025;-0.048;4.545;5.626;2.36;5.71;10.895;3.362;9.896;3.53;9.386;5.273;8.925;5.014;5.536;2.234;3.642;3.675;2.866;
PM2.5;uur;µg/m³;20230901 15:00;20230901 16:00;-4.654;;;7.374;4.34;6.473;1.728;2.514;1.495;0.987;5.423;6.146;5.345;6.709;4.501;9.474;6.332;14.208;4.664;4.585;2.753;1.402;4.065;2.319;
PM2.5;uur;µg/m³;20230901 16:00;20230901 17:00;;;;6.561;2.064;7.336;3.861;6.02;3.536;1.511;5.825;0.75;5.567;5.599;11.767;7.167;5.101;8.245;6.309;7.445;4.713;5.558;1.107;1.424;
PM2.5;uur;µg/m³;20230901 17:00;20230901 18:00;2.035;;;10.136;-0.896;8.962;-0.257;5.036;5.113;-0.488;3.714;-3.691;7.145;7.293;5.658;6.363;4.088;9.141;7.055;6.502;5.083;5.892;1.934;0.925;
PM2.5;uur;µg/m³;20230901 18:00;20230901 19:00;1.019;;;7.166;-1.276;7.243;;7.704;0.286;0.232;-1.382;-3.043;8.867;6.44;10.64;6.95;5.977;7.164;3.228;10.254;18.951;8.093;4.61;3.141;
PM2.5;uur;µg/m³;20230901 19:00;20230901 20:00;-0.321;;;5.71;-2.966;6.34;-4.364;9.438;-3.828;1.094;;-1.677;3.046;3.263;6.62;6.979;7.4;9.709;0.414;14.639;9.484;4.38;5.996;1.406;
PM2.5;uur;µg/m³;20230901 20:00;20230901 21:00;3.397;;;11.447;-4.838;7.303;5.694;8.527;-2.401;6.537;-3.02;-3.529;1.19;5.011;7.46;7.167;6.598;9.386;13.855;18.863;8.213;3.047;3.435;1.43;
PM2.5;uur;µg/m³;20230901 21:00;20230901 22:00;2.07;;;8.958;-1.214;7.844;7.509;12.6;1.128;7.298;5.875;-0.163;2.573;12.62;6.911;7.242;5.152;7.664;19.519;14.247;14.159;8.64;2.894;1.061;
PM2.5;uur;µg/m³;20230901 22:00;20230901 23:00;2.538;;;8.552;6.554;9.79;8.965;14.85;0.237;5.746;9.278;2.805;2.978;17.843;5.237;4.536;5.604;5.736;16.824;16.716;12.953;7;5.375;2.264;
PM2.5;uur;µg/m³;20230901 23:00;20230902 00:00;2.581;;;5.08;8.04;10.42;7.346;10.29;4.993;5.713;14.482;5.791;6.224;26.164;13.022;3.86;5.071;12.316;12.169;14.698;11.816;7.921;5.99;3.666;
PM2.5;uur;µg/m³;20230902 00:00;20230902 01:00;3.211;;-4.474;5.561;8.141;11.486;9.17;12.54;4.953;8.623;8.886;8.541;12.649;25.723;10.356;17.54;20.235;17.402;18.716;10.835;10.023;6.198;6.775;3.065;
PM2.5;uur;µg/m³;20230902 01:00;20230902 02:00;5.133;;;6.223;7.304;9.917;9.67;10.32;1.575;11.111;8.082;9.014;5.957;25.419;12.61;11.875;14.972;18.186;17.059;13.541;12.15;7.18;6.616;1.856;-2.5
PM2.5;uur;µg/m³;20230902 02:00;20230902 03:00;1.56;;-2.593;9.326;6.449;11.38;4.563;6.848;-1.615;10.807;13.355;6.769;0.096;13.747;10.484;9.464;15.325;14.266;13.179;12.939;10.523;4.609;6.909;0.744;-1.509
PM2.5;uur;µg/m³;20230902 03:00;20230902 04:00;3.707;;-2.979;12.637;7.457;9.007;2.395;9.328;-0.575;6.299;16.922;7.413;2.127;13.59;12.855;21.215;13.585;6.091;9.131;12.483;15.158;1.795;6.6;0.897;
PM2.5;uur;µg/m³;20230902 04:00;20230902 05:00;6.36;;-4.098;8.538;5.567;7.335;3.382;11.23;-0.989;1.751;23.273;7.251;1.257;16.266;10.944;17.892;11.169;8.231;12.238;8.08;9.337;9.504;3.569;1.24;
PM2.5;uur;µg/m³;20230902 05:00;20230902 06:00;2.738;;;4.396;6.918;6.618;2.171;9.987;-1.258;1.659;20.587;7.427;1.098;18.647;6.979;11.905;7.509;4.564;9.896;11.714;5.459;8.446;2.167;0.5;-1.714
PM2.5;uur;µg/m³;20230902 06:00;20230902 07:00;-0.255;;-4.705;6.69;3.408;5.226;0.916;8.432;-2.441;1.591;16.511;5.117;4.283;14.041;4.144;11.591;5.898;2.958;8.564;11.258;4.14;6.384;4.322;3.39;-0.891
PM2.5;uur;µg/m³;20230902 07:00;20230902 08:00;3.09;;-0.457;17.02;-0.308;7.522;5.454;12.74;-4.972;0.137;23.606;3.125;2.383;13.267;4.565;13.58;4.658;2.037;7.714;8.603;5.306;9.112;4.955;5.622;7.635
PM2.5;uur;µg/m³;20230902 08:00;20230902 09:00;3.909;;9.68;13.277;3.15;7.541;4.392;13.18;4.062;1.765;19.029;7.027;4.033;10.11;5.165;20.881;5.471;10.915;8.66;8.507;6.253;7.957;4.307;6.76;21.763
PM2.5;uur;µg/m³;20230902 09:00;20230902 10:00;13.335;;6.238;15.315;6.31;9.402;4.047;15.16;16.481;3.572;18.676;5.576;12.365;16.06;3.859;14.747;8.216;10.043;16.569;15.903;10.209;13.257;4.122;9.611;3.772
PM2.5;uur;µg/m³;20230902 10:00;20230902 11:00;16.677;;1.091;15.276;6.643;9.53;4.661;14.27;4.441;7.187;10.258;13.267;10.709;16.06;14.57;19.656;10.998;18.48;5.587;13.845;14.658;17.667;6.857;5.122;2.051
