phenomenonTime,AMF_pm012,GLB_1745609,GLB_4182551,GLB_5939801,GLB_5965467,GLOBE_350916063264611,GLOBE_350916063264850,GLOBE_350916063265568,GLOBE_350916066550651,GLOBE_350916067031677,HLL_zps-09,HLL_zps-10,LTD_10414,LTD_11636,LTD_19824,LTD_25146,LTD_26302,LTD_31138,LTD_31898,LTD_34054,LTD_34530,LTD_34716,LTD_34722,LTD_35291,LTD_35706,LTD_41732,LTD_41957,LTD_44936,LTD_46788,LTD_53212,LTD_53693,LTD_55142,LTD_55401,LTD_55645,LTD_56618,LTD_57198,LTD_57243,LTD_57581,LTD_60640,LTD_62035,LTD_6361,LTD_66369,LTD_66669,LTD_66758,LTD_67490,LTD_67872,LTD_68566,LTD_68612,LTD_68708,LTD_6874,LTD_69154,LTD_74486,LTD_7631,LTD_8901,MJS_719,MJS_721,MJS_773,MJS_782,MJS_787,MJS_791,MJS_871,MJS_883,MVB_pistofsensor2-in,MVB_pistofsensor2-out,NBI_352753090556927,OZK_1813,OZK_350928,OZK_4891351,OZK_4891985,SSK_LH023,SSK_LH025,SSK_RDFV001,SSK_RDFV017,SSK_RDFV019,SSK_RDFV022,SSK_RDFV024,SSK_RDFV035,SSK_RDFV050,SSK_USP01,SSK_USP02,SSK_USP03,SSK_USP04,SSK_USP05,SSK_USP06,USP_pu002,USP_pu009,USP_pu016,USP_pu502,USP_pu504,USP_pu508,USP_pu510,UTR_bu006,UTR_bu007,UTR_bu011,UTR_bu020
2023-01-02T17:00:00.000Z,5.292,,,3.21,,,,,,,5.358,0.0,8.7,,7.35,4.172,8.046,5.86,2.421,11.622,2.57,4.573,,4.395,1.108,,3.0,,0.0,6.237,10.22,5.8,4.56,,,7.566,,5.238,6.096,7.4,12.136,,,,,,,,,204.612,,,6.67,42.048,,3.75,5.0,7.25,,7.5,5.0,4.67,2.17,1.58,5.184,3.85,,,,3.96,3.65,8.8,,10.4,,4.04,,,,,,,,,7.275,,4.608,0.0,19.37,6.6,7.946,1376.81,,0.289,
2023-01-02T18:00:00.000Z,4.202,,,2.86,,,,,,,5.22,0.0,3.74,,6.93,3.12,5.07,2.85,2.55,11.895,2.01,3.4,,5.67,1.044,,2.44,,0.0,4.85,7.56,2.992,3.111,9.116,,5.828,,3.008,6.24,5.404,11.136,,,,,,,,,129.27,,,3.553,29.6,,7.0,8.0,5.67,,7.5,6.0,5.67,2.08,1.33,2.59,2.87,,,,5.0,4.8,4.67,,8.75,,4.48,,,,,,,,,4.888,,1.48,0.0,7.995,6.318,7.353,800.793,,0.186,
2023-01-02T21:00:00.000Z,12.556,,,,,,,,,,14.344,0.0,20.708,,24.568,11.814,27.029,17.136,8.008,24.78,2.55,6.16,,12.096,11.972,,4.69,,0.0,13.275,18.576,9.853,5.67,19.434,,15.379,,9.072,16.28,15.051,21.06,,,,,,,,,75.264,,,5.44,50.193,,25.25,41.0,46.25,,16.75,57.33,21.0,5.17,6.25,8.528,12.83,,,,19.4,18.57,15.32,,16.72,,13.1,,,,,,,,,15.548,,1.826,0.0,26.019,,29.028,826.988,,0.165,
2023-01-02T23:00:00.000Z,6.302,,,9.14,,,,,,,12.24,0.0,8.1,,22.378,7.84,14.28,8.512,6.03,14.317,3.1,4.422,,8.442,7.452,,5.18,,0.0,8.201,12.006,5.4,4.556,,,9.248,,4.76,14.231,8.905,14.626,,,,,,,,,16.851,,,6.165,35.483,18.0,16.0,39.0,43.25,,12.75,49.0,13.25,4.17,9.83,6.48,9.47,,,,14.4,14.24,30.07,,19.4,,24.54,,,,,,,,,10.472,,2.7,0.0,15.846,12.232,25.668,582.342,,0.135,
2023-01-03T01:00:00.000Z,6.402,,,8.09,,,,,,,9.845,0.0,9.35,,23.244,8.118,14.652,8.924,6.179,15.323,2.66,4.175,,7.488,4.45,,3.98,,0.0,9.306,13.632,6.732,4.117,,,11.4,,4.94,11.618,9.212,13.199,,,,,,,,,32.164,,,6.768,71.995,,15.5,27.0,29.5,,12.33,36.0,11.33,3.23,5.46,6.588,7.93,,,,10.98,10.38,24.7,,24.82,,21.07,,,,,,,,,9.5,,0.925,0.0,18.706,10.148,18.939,633.75,,0.185,
2023-01-03T02:00:00.000Z,9.35,,,8.9,,,,,,,8.28,0.0,10.73,,28.0,7.449,14.707,9.065,5.94,15.77,3.13,4.14,,7.4,5.704,,3.7,,0.0,8.17,15.228,6.845,4.026,,,11.346,,5.022,11.968,9.588,14.016,,,,,,,,,29.946,,,6.358,73.284,25.0,14.75,30.0,27.67,,12.0,28.0,15.67,3.0,5.25,9.2,8.93,,,,10.6,9.74,23.43,,29.43,,19.78,,,,,,,,,9.065,,0.552,0.0,18.24,7.602,19.581,580.258,,0.185,
2023-01-03T03:00:00.000Z,16.728,,,16.19,,,,,,,6.032,0.0,9.064,,29.15,6.798,12.772,8.874,5.775,21.624,4.81,2.835,,7.446,10.71,,3.91,2.04,0.105,5.61,17.098,4.326,2.06,,,13.802,,4.532,10.8,12.444,13.184,,,,,,,,,17.407,,,3.605,42.024,,39.25,36.0,33.0,,34.75,61.67,33.5,2.25,5.17,5.665,10.24,,,,14.28,11.8,21.67,,28.47,,41.83,,,,,,,,,7.313,,0.309,0.0,20.91,7.848,18.762,395.512,,0.103,
2023-01-03T05:00:00.000Z,16.616,,,19.94,,,,,,,7.383,0.0,11.323,,37.8,7.314,16.284,13.76,6.86,20.672,4.69,2.38,,11.505,12.04,,4.72,2.31,0.07,8.024,14.552,5.762,1.292,,,9.179,,4.891,11.786,11.256,15.478,,,,,,,,,13.26,,,3.74,27.945,65444.0,55.25,65482.0,107.67,,89.25,65452.0,84.25,3.92,15.42,6.7,19.17,,,,34.06,31.23,40.52,,27.77,,49.4,,,,,,,,,13.065,,0.335,0.0,57.8,13.49,38.5,368.064,,0.067,
2023-01-03T06:00:00.000Z,17.548,,,20.89,,,,,,,12.036,0.0,21.525,,51.794,11.445,22.454,27.606,9.506,29.539,4.5,3.136,,24.824,15.198,,5.47,4.24,0.0,14.279,20.758,10.08,1.854,18.1,,15.264,,9.858,22.325,17.604,20.088,,,,,,,,,17.43,,,6.615,34.755,,69.0,65475.5,21889.3,,91.0,65505.7,102.5,3.42,12.92,9.568,22.25,,,,34.78,31.45,52.92,,23.96,,42.0,,,,,,,,,25.652,,0.84,0.0,88.072,17.4,44.166,593.244,,0.105,
2023-01-03T07:00:00.000Z,13.589,,,19.37,,,,,,,10.605,0.0,19.845,,,10.573,19.947,26.784,8.16,27.032,4.23,2.88,,26.322,12.221,,6.2,4.558,0.0,12.862,17.914,9.87,2.02,16.072,,14.098,,9.116,18.676,16.524,18.252,,,,,,,,,21.632,,,6.3,27.664,32768.5,57.25,65512.0,43671.0,,90.33,65434.0,95.5,3.25,13.0,9.064,20.67,,,,33.3,31.06,61.82,,21.6,,44.9,,,,,,,,,26.182,,1.456,0.0,70.523,15.092,31.5,622.633,,0.104,
2023-01-03T09:00:00.000Z,10.01,,,14.89,,,,,,,11.76,0.0,12.636,,,8.58,19.03,15.568,6.666,22.089,3.28,2.626,,20.313,10.197,,4.42,,0.0,10.45,13.843,7.957,2.544,15.504,,11.445,,5.995,15.132,11.433,15.768,,,,,,,,,39.483,,,5.94,28.462,,45.0,65451.0,85.5,,38.75,111.33,54.25,2.92,10.5,7.918,15.49,,,,23.22,21.3,27.76,,16.3,,23.95,,,,,,,,,16.568,,0.963,0.0,45.732,13.365,25.908,1048.57,,0.108,
2023-01-03T10:00:00.000Z,9.976,,,19.08,,,,,,,14.532,0.0,12.728,,,9.976,22.274,15.486,7.38,24.273,3.93,2.87,,14.181,15.372,,5.09,4.176,0.0,11.136,15.566,7.998,1.87,15.189,,11.352,,6.192,16.848,12.267,18.232,,,,,,,,,15.385,,,5.59,26.095,,50.0,65459.0,105.0,,43.67,89.5,56.5,3.0,9.33,10.71,21.21,,,,25.33,24.6,22.92,,27.26,,21.93,,,,,,,,,16.856,,1.02,0.0,36.453,15.204,29.484,859.914,,0.085,
2023-01-03T11:00:00.000Z,9.372,,,22.52,,,,,,,14.768,0.0,11.27,,,9.417,22.265,13.26,8.378,23.544,5.36,3.834,,10.212,19.512,,4.5,3.45,0.0,10.944,15.84,7.56,1.96,16.344,,11.076,,5.53,18.576,11.857,18.722,,,,,,,,,12.425,,,5.822,27.144,,44.75,65457.0,84.5,,51.25,91.67,57.0,5.08,12.5,9.24,21.96,,,,29.46,28.25,28.72,,19.88,,26.45,,,,,,,,,17.92,,1.12,0.0,31.752,19.637,33.336,739.926,,0.07,
2023-01-03T12:00:00.000Z,7.956,,,21.87,,,,,,,12.53,0.0,9.928,,,8.12,18.97,11.895,6.408,17.884,5.62,3.096,,9.702,17.04,,4.81,3.432,0.0,9.591,12.834,6.432,1.972,14.697,,9.928,,5.025,17.593,10.608,17.784,,,,,,,,,12.834,,,6.348,27.324,46.5,45.0,97.5,80.5,,40.75,59.33,44.5,7.5,14.67,8.296,20.96,,,,26.87,25.42,27.58,,16.77,,25.14,,,,,,,,,15.343,,1.02,0.0,23.868,15.841,27.216,719.928,,0.068,
2023-01-03T15:00:00.000Z,3.168,,,14.56,,,,,,,5.928,0.0,5.432,,,4.815,7.062,3.204,2.862,8.989,5.06,1.802,,3.68,4.066,,2.85,,0.0,4.12,5.459,3.88,2.178,,,5.684,,2.425,9.374,5.194,9.408,,,,,,,,,32.232,,,9.991,40.067,,14.5,13.0,12.67,,11.25,16.0,13.0,5.08,7.17,3.332,7.27,,,,10.48,10.02,19.0,,7.44,,9.74,,,,,,,,,5.238,,0.792,0.0,9.292,5.06,9.936,366.522,,0.098,
2023-01-03T16:00:00.000Z,3.384,,,5.98,,,,,,,5.48,0.0,6.165,,,4.95,7.65,4.02,2.64,10.512,3.46,1.98,,4.216,2.78,,2.73,,0.0,4.998,5.863,4.521,2.295,10.8,,7.228,,2.76,9.216,5.964,10.098,,,,,,,,,36.12,,,10.434,53.721,,9.75,10.0,17.33,,8.0,10.33,10.0,3.67,5.0,3.808,5.98,,,,8.54,7.92,13.54,,6.8,,10.0,,,,,,,,,6.21,,1.104,0.0,10.658,5.48,10.008,412.834,,0.137,
2023-01-03T18:00:00.000Z,2.093,,,6.02,,,,,,,3.724,0.0,3.534,,,2.852,4.14,2.225,2.184,6.03,2.41,1.664,,2.61,1.414,,2.61,1.638,0.0,3.367,3.534,2.76,1.615,7.65,,4.324,,1.564,5.886,3.78,5.452,,,,,,,,,28.012,,,3.948,37.335,,10.0,9.0,14.0,,13.0,8.5,9.0,2.75,3.25,2.444,5.72,,,,7.13,6.88,10.95,,6.38,,7.2,,,,,,,,,3.956,,0.651,0.0,5.58,3.922,5.814,243.675,,0.093,
2023-01-03T19:00:00.000Z,2.068,,,5.75,,,,,,,3.876,0.0,3.854,,,2.673,4.554,2.2,2.7,6.65,3.86,1.836,,2.34,1.272,,2.73,1.38,0.0,4.365,3.92,2.632,3.332,6.206,,3.99,,1.504,6.384,3.999,5.616,,,,,,,,,29.596,,,3.465,36.333,,10.75,6.5,10.67,,9.0,7.0,10.75,2.58,3.42,2.88,5.53,,,,7.38,6.8,8.23,,5.18,,6.82,,,,,,,,,3.854,,0.48,0.0,5.89,4.407,7.128,225.992,,0.096,
2023-01-03T20:00:00.000Z,2.5,,,4.92,,,,,,,4.655,0.0,4.25,,,3.724,4.921,2.9,2.208,7.366,5.9,2.07,,2.499,10.96,,2.44,1.694,0.0,4.257,4.55,2.852,3.84,7.535,,4.788,,1.612,7.436,4.5,6.624,,,,,,,,,45.11,,,4.68,45.326,,6.25,8.0,12.0,,8.67,6.0,8.0,2.25,3.75,2.794,4.98,,,,6.5,6.06,6.35,,4.45,,5.85,,,,,,,,,4.588,,0.635,0.0,6.604,5.112,7.59,277.151,,0.126,
2023-01-03T22:00:00.000Z,4.59,,,3.67,,,,,,,6.615,0.0,7.074,,,5.962,9.485,3.892,3.859,11.55,3.01,2.951,,4.11,1.701,,2.6,2.97,0.0,6.552,7.155,4.997,5.229,10.296,,8.215,,2.915,6.816,7.946,9.879,,,,,,,,,91.59,,,7.252,93.291,,8.25,3.5,6.0,,5.0,5.0,6.67,1.83,2.33,5.12,3.94,,,,4.83,4.52,5.3,,3.7,,4.28,,,,,,,,,8.277,,1.56,0.0,10.175,6.757,9.399,573.408,,0.258,
2023-01-04T03:00:00.000Z,2.171,,,6.0,,,,,,,4.884,0.0,10.017,,,4.76,8.16,4.275,2.72,10.38,2.25,1.224,,4.536,1.752,,1.57,2.145,0.0,4.104,5.542,4.611,1.65,9.8,,7.776,,2.43,9.779,6.97,9.853,,,,,,,,,247.589,,,2.844,15.7,,16.25,19.5,26.0,,14.67,15.5,15.0,0.92,2.33,2.772,3.89,,,,6.36,6.22,,,1.97,,3.7,,,,,,,,,4.536,,1.256,0.0,14.359,3.864,7.776,1639.84,,0.156,
2023-01-04T08:00:00.000Z,2.266,,,3.67,,,,,,,5.27,0.0,8.213,,,4.686,7.881,4.104,1.812,11.66,1.34,1.208,,4.16,1.312,,1.75,2.222,0.0,4.066,5.91,4.8,1.75,8.792,,6.664,,1.96,7.314,7.242,9.792,,0.848,,,,,,,489.753,,,3.969,16.28,,11.0,9.0,12.67,,9.25,7.5,10.5,0.08,4.25,3.66,3.33,,,,4.94,5.04,4.1,,3.33,,4.82,,,,,,,,,6.895,,0.374,0.0,13.86,4.023,6.678,1840.21,,0.186,
2023-01-04T09:00:00.000Z,1.404,,,2.92,,,,,,,4.104,0.0,5.852,,,2.34,4.368,1.716,1.192,7.332,1.36,1.043,,2.496,0.604,,1.62,1.395,0.0,1.872,3.875,3.72,1.683,14.55,,4.805,,1.085,6.09,4.68,5.425,,0.468,,,,,,,407.638,,,2.772,14.168,,11.5,17.0,10.0,,9.33,9.0,9.25,0.0,3.5,1.54,2.69,,,,3.73,3.84,,,2.45,,2.78,,,,,,,,,4.185,,0.154,0.0,8.736,2.682,4.681,1363.69,,0.154,
2023-01-04T10:00:00.000Z,1.87,,,1.8,,,,,,,3.444,0.0,4.536,,,1.539,3.42,1.376,0.948,6.02,1.2,0.948,,2.565,0.483,,1.47,0.51,0.0,1.881,3.211,3.042,1.494,5.565,,4.056,,0.845,4.65,4.275,4.25,,0.513,,,,,,,516.197,,,2.352,16.366,,6.0,6.0,7.5,,7.0,5.75,6.25,0.25,2.08,1.67,1.76,,,,2.32,2.38,1.1,,2.9,,1.5,,,,,,,,,3.549,,0.0,0.0,6.708,2.464,4.134,1375.32,,0.168,
2023-01-04T11:00:00.000Z,2.327,,,1.63,,,,,,,3.634,0.0,3.933,,,2.562,4.575,2.024,1.44,7.998,2.46,1.008,,2.34,0.78,,1.48,0.531,0.0,2.392,3.5,2.736,1.61,8.046,,4.35,,0.87,5.985,4.941,5.4,,0.732,,,,,,,637.299,,,2.04,16.464,,6.5,8.0,11.0,,5.75,4.67,7.67,0.0,1.08,10.292,1.63,,,,2.52,2.33,0.9,,,,1.0,,,,,,,,,2.8,,0.168,0.0,6.51,3.212,4.59,1526.27,,0.168,
2023-01-04T12:00:00.000Z,3.318,,,2.16,,,,,,,4.554,0.0,6.3,,,4.114,7.018,3.159,1.85,10.535,2.94,1.85,,4.541,1.035,,1.64,1.41,0.0,4.131,5.568,4.294,2.508,12.48,,5.98,,1.38,6.084,6.776,7.44,,1.694,,,,,,,896.46,,,3.15,23.088,,6.25,5.0,7.0,,9.33,5.0,5.75,2.67,1.17,5.642,2.12,,,,3.06,2.98,1.04,,2.6,,1.58,,,,,,,,,6.032,,0.0,0.0,10.29,4.095,5.74,2212.16,,0.22,
2023-01-04T14:00:00.000Z,2.235,,,2.61,,,,,,,2.812,0.0,2.682,,4.116,2.086,3.874,2.7,1.776,5.55,2.42,1.924,,1.8,0.74,,2.09,0.894,0.0,3.0,2.98,2.235,2.235,,,3.278,,0.894,3.675,3.576,3.6,,1.043,,,,,,,620.436,,,2.384,18.327,,2.67,6.0,4.25,,6.25,7.0,5.33,2.08,1.5,1.49,3.06,,,,5.2,4.84,5.25,,3.0,,3.42,,,,,,,,,3.874,,0.298,0.0,3.75,4.588,4.44,1459.6,,0.149,
2023-01-04T15:00:00.000Z,3.6,,,3.4,4.8,,,,,,3.496,0.0,3.23,,4.62,3.584,7.392,3.978,1.974,10.793,2.13,2.538,,3.075,0.775,,2.46,1.323,0.0,6.129,4.048,2.565,2.28,11.096,,4.475,,1.432,3.864,5.352,6.09,,2.21,,,,,,,548.929,,,2.736,24.382,9.0,4.75,4.67,8.25,,7.75,3.75,4.33,2.58,1.83,2.385,3.92,,,,6.76,6.48,6.7,,3.03,,5.18,,,,,,,,,5.249,,0.332,0.0,7.337,5.355,5.544,1531.97,,0.163,
2023-01-04T16:00:00.000Z,4.482,,,6.27,7.24,,,,,,5.115,0.0,4.508,,6.063,4.2,7.392,5.408,3.087,10.14,2.4,2.94,,3.486,1.386,,2.99,1.485,0.0,6.048,5.576,3.542,2.48,8.1,,5.379,,1.63,5.112,5.88,5.81,,2.184,,,,,,,373.44,,,3.059,22.56,,7.5,13.0,6.67,,8.0,10.5,6.0,2.5,2.58,6.952,6.84,,,,9.53,9.75,8.85,,6.45,,8.02,,,,,,,,,7.172,,0.32,0.0,6.97,7.05,7.344,636.24,,0.159,
2023-01-04T18:00:00.000Z,4.488,,,8.47,9.68,,,,,,5.64,0.0,4.995,,8.909,5.254,7.952,5.248,4.205,11.371,3.41,4.93,,3.77,1.44,,4.88,1.452,0.0,6.95,5.838,3.484,3.973,9.36,,5.712,,1.62,6.66,6.345,6.615,,3.243,,,,,,,191.681,,,4.309,23.66,,9.25,5.0,10.25,,10.75,9.67,7.0,3.83,5.08,4.624,9.48,,,,14.1,14.5,14.85,,12.27,,13.77,,,,,,,,,8.174,,0.272,0.0,7.672,9.536,9.052,420.188,,0.136,
2023-01-04T19:00:00.000Z,2.993,,,12.22,13.64,,,,,,4.346,0.0,3.75,,7.344,3.212,5.11,4.2,3.204,7.704,4.15,3.827,,2.627,1.7,,5.12,1.368,0.0,4.161,4.05,2.368,4.446,6.438,,3.33,,1.702,5.432,3.816,4.466,,2.555,,,,,,,112.651,,,2.849,19.032,,11.5,14.0,15.75,,15.0,12.0,16.0,4.5,5.75,3.42,12.8,,,,18.35,19.0,16.1,,14.8,,15.84,,,,,,,,,5.994,,0.152,0.0,5.183,8.184,7.656,182.286,,0.076,
2023-01-04T21:00:00.000Z,4.44,,,10.6,12.03,,,,,,5.782,0.0,4.51,,8.192,4.998,9.282,5.712,3.782,12.996,6.11,5.368,,4.056,2.178,,6.05,1.498,0.0,6.496,6.032,3.3,6.554,5.203,,4.995,,2.09,5.796,5.55,7.0,,4.046,,,,,,,181.47,,,4.64,25.752,,12.0,7.0,10.75,,12.5,8.0,12.0,5.25,7.92,4.704,12.13,,,,17.8,18.5,19.55,,18.5,,18.03,,,,,,,,,8.36,,0.224,0.0,7.638,9.875,9.638,127.472,,0.111,
